Compound Name	InChiKeys	Pubchem ID	SMILES	pvalue	foldchange
Alpha-9(10)-EpODE	JTEGNNHWOIJBJZ-ZJSQCTGTSA-N	16061060	CC/C=C\C/C=C\CC1C(O1)CCCCCCCC(=O)O	0.31167	0.99839
TG (58:10) 	GXWBCAVCOMAOHT-VMCJOIRWSA-N	9545277	CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC	0.31315	1.1268
TG (58:8) 	KWIGMCRWEINBIR-HUPVKWKYSA-N	9545124	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC	0.31869	0.99849
TG (56:2) 	PDEQUPGHMOMBFC-FYEHETCMSA-N	9544390	CCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC	0.35599	1.2388
14,15-DiHETrE	SYAWGTIVOGUZMM-ILYOTBPNSA-N	5283147	CCCCCC(C(C/C=C\C/C=C\C/C=C\CCCC(=O)O)O)O	0.36654	1.111
TG (44:1) 	OUKDNADVOQVFAR-NBTXLFQMSA-N	56937112	CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC)COC(=O)CCCCCCC/C=C\CCCCCC	0.37541	1.1423
TG (52:6) 	SSOSFUDNINFYLJ-KIYGNKBKSA-N	56938180	CCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC	0.40283	1.2324
TG (49:3) 	DIGMYZZFQSIQBD-PNLKURBTSA-N	56938088	CCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\CCCCCCC	0.42689	1.2344
TG (56:1) 	OCYFAHIHWCVZKS-FHSLLVMSSA-N	9544345	CCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC	0.44372	1.0946
TG (54:6) B 	HBOQXIRUPVQLKX-BBWANDEASA-N	5322095	CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(OC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC	0.44567	1.2333
TG (48:1) 	FEKLSEFRUGWUOS-DLOIZKPKSA-N	9543986	CCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCCCCCCCCCC	0.45679	1.142
9(10)-EpOME	FBUKMFOXMZRGRB-YFHOEESVSA-N	6246154	CCCCC/C=C\CC1C(O1)CCCCCCCC(=O)O	0.49259	1.0548
TG (48:2) 	RUOVJPPUXXFZPC-YZEIBMOJSA-N	9543987	CCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC	0.5042	1.1138
5-KETE	MEASLHGILYBXFO-XTDASVJISA-N	5283159	CCCCC/C=C\C/C=C\C/C=C\C=C\C(=O)CCCC(=O)O	0.52289	0.88613
15,16-EpODE	HKSDVVJONLXYKL-OHPMOLHNSA-N	16061062	CCC1C(O1)C/C=C\C/C=C\CCCCCCCC(=O)O	0.54228	0.675
DG (38:5) 	GRGDLDNREYVILP-CNWVQWJYSA-N	9543784	CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC	0.55343	1.015
TG (53:1) 	WWJIBIGWKGFVAQ-JNSYTQKUSA-N	9544081	CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC	0.5616	0.81499
9,12,13-TriHOME	MDIUMSLCYIJBQC-MVFSOIOZSA-N	9858729	CCCCC[C@@H]([C@H](/C=C/[C@H](CCCCCCCC(=O)O)O)O)O	0.57031	1.0891
DG (34:2) 	SVXWJFFKLMLOHO-UMKNCJEQSA-N	102427902	CCCCCCCCCCCCCCCC(=O)OC[C@@H](CO)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC	0.57048	1.306
12(13)Ep-9-KODE	RCMABBHQYMBYKV-BUHFOSPRSA-N	5283007	CCCCCC1C(O1)/C=C/C(=O)CCCCCCCC(=O)O	0.6254	1.4426
TG (58:3) 	RFMSTHTUAZETPD-JJPHLYBUSA-N	9544748	CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCCCC	0.6257	0.97974
TG (46:2) 	XUEMVUXNOCIHLG-MOFPORNTSA-N	56936582	CCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC	0.64163	1.6342
12,13-DiHODE	RGRKFKRAFZJQMS-OOHFSOINSA-N	16061067	CC/C=C\CC(C(C/C=C\CCCCCCCC(=O)O)O)O	0.67333	1.1103
12(13)-EpOME	CCPPLLJZDQAOHD-FLIBITNWSA-N	5356421	CCCCCC1C(O1)C/C=C\CCCCCCCC(=O)O	0.67716	1.0845
oleic acid	ZQPPMHVWECSIRJ-KTKRTIGZSA-N	445639	CCCCCCCC/C=C\CCCCCCCC(=O)O	0.71924	1.0119
palmitoleic acid	SECPZKHBENQXJG-FPLPWBNLSA-N	445638	CCCCCC/C=C\CCCCCCCC(=O)O	0.77831	0.93375
TG (56:5) 	UHEJWASONFIROS-YPSHDQQVSA-N	25240380	CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC	0.83453	0.98716
linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N	5280934	CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O	0.85186	0.97262
TG (58:4) A	CCKRHDUCFMOBKX-AAINFQTBSA-N	9544835	CCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC	0.86174	1.0179
15,16-DiHODE	LKLLJYJTYPVCID-OHPMOLHNSA-N	16061068	CCC(C(C/C=C\C/C=C\CCCCCCCC(=O)O)O)O	0.86741	0.93759
9,10-DiHOME	XEBKSQSGNGRGDW-YFHOEESVSA-N	9966640	CCCCC/C=C\CC(C(CCCCCCCC(=O)O)O)O	0.90129	0.63245
alpha-12(13)-EpODE	BKKGUKSHPCTUGE-OOHFSOINSA-N	16061061	CC/C=C\CC1C(O1)C/C=C\CCCCCCCC(=O)O	0.90778	1.0338
TG (48:3) 	SKGWNZXOCSYJQL-BUTYCLJRSA-N	9543989	CCCCCC/C=C\CCCCCCCC(=O)OCC(OC(=O)CCCCCCC/C=C\CCCCCC)COC(=O)CCCCCCC/C=C\CCCCCC	0.91655	1.6336
12_13-DiHOME	CQSLTKIXAJTQGA-FLIBITNWSA-N	10236635	CCCCCC(C(C/C=C\CCCCCCCC(=O)O)O)O	0.91783	0.91808
TG (46:3) 	YCZHBUHPOJGNKX-YLZDBGKXSA-N	56937142	CCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\CCCCCC	0.93006	1.2542
13-HOTE	KLLGGGQNRTVBSU-JDTPQGGVSA-N	10469728	CC/C=C\CC(/C=C/C=C\CCCCCCCC(=O)O)O	0.94344	1.1058
TG (48:4) 	GRAMQDDTGXQCSO-DBBGLFJASA-N	56937945	CCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\CCCC	0.96847	1.128
12,13-DiHODE	RGRKFKRAFZJQMS-OOHFSOINSA-N	16061067	CC/C=C\CC(C(C/C=C\CCCCCCCC(=O)O)O)O	0.97888	0.7561
TG (46:1) 	RSDIQTNCDWUNDP-VHXPQNKSSA-N	11764207	CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCC	0.98745	1.4459
14,15-EpETrE	JBSCUHKPLGKXKH-ILYOTBPNSA-N	5283205	CCCCCC1C(O1)C/C=C\C/C=C\C/C=C\CCCC(=O)O	0.99905	1
13-HpODE	JDSRHVWSAMTSSN-IRQZEAMPSA-N	5280720	CCCCC[C@@H](/C=C/C=C\CCCCCCCC(=O)O)OO	0.99905	1
9-HpODE	JGUNZIWGNMQSBM-ZJHFMPGASA-N	6439847	CCCCC/C=C\C=C\C(CCCCCCCC(=O)O)OO	0.99905	1
15-KETE	YGJTUEISKATQSM-USWFWKISSA-N	5280701	CCCCCC(=O)/C=C/C=C\C/C=C\C/C=C\CCCC(=O)O	0.99905	1
Lipoxin A4	IXAQOQZEOGMIQS-SSQFXEBMSA-N	5280914	CCCCC[C@@H](/C=C/C=C\C=C\C=C\[C@H]([C@H](CCCC(=O)O)O)O)O	0.99905	1
LPC (18:2) 	SPJFYYJXNPEZDW-FTJOPAKQSA-N	11005824	CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O	0.00053256	0.74053
PC (33:0) 	FHENRYRLCPXONH-LDLOPFEMSA-N	52922645	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCC	0.00083617	0.74593
LPC (18:1) 	YAMUFBLWGFFICM-PTGWMXDISA-N	16081932	CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O	0.00091828	0.76607
PC (34:0) 	PZNPLUBHRSSFHT-RRHRGVEJSA-N	24778686	CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C	0.0022709	0.92424
LPC (20:2) 	YYQVCMMXPIJVHY-ZOIJLGJPSA-N	52924053	CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O	0.0022873	0.72342
PC (p-34:2) or PC (o-34:3) 	QEWRXEALGMKRGP-MZWPLUPDSA-N	24779293	CCCCCCCCCCCCCCCCOC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC	0.0038737	0.89538
PC (34:1) 	WTJKGGKOPKCXLL-VYOBOKEXSA-N	5497103	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC	0.0044055	0.91428
LPC (p-16:0) or LPC (o-16:1) 	HTZINLFNXLXRBC-CQLBIITFSA-N	10917802	CCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O	0.0064068	0.78429
PC (p-36:4) or PC (o-36:5) 	RWVKPDIHPPTVRQ-HWGQMOSASA-N	53480747	CCCCCC/C=C\CCCCCCCC/C=C\OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC	0.0065195	0.96443
PC (32:0) 	KILNVBDSWZSGLL-KXQOOQHDSA-N	452110	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC	0.0095436	0.88253
PC (36:4) A 	NKQPOVROGSWLTO-NVPMBMBWSA-N	52922783	CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C	0.01254	0.87373
PC (40:8) 	SIMZOWLEIOYZJX-VRCXRDLJSA-N	53479127	CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C	0.016699	0.86967
PC (37:2) 	MCZUABDVGPPWPM-HJTCUGKVSA-N	52922735	CCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C	0.018525	0.81605
PC (34:2) 	JLPULHDHAOZNQI-ZTIMHPMXSA-N	5287971	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC	0.019204	0.92722
PE (36:1) 	JQKOHRZNEOQNJE-ZZEZOPTASA-N	9546734	CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC	0.019709	1.1805
PE (p-36:4) or PE (o-36:5) 	ADWDFBQPQIEGRZ-XBICFDGKSA-N	53480870	CCCCCC/C=C\CCCCCCCC/C=C\OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC	0.021513	0.79405
PC (35:4) 	OROZWUJCDDCYAU-IPUAOQJZSA-N	52922204	CCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC	0.025492	0.83319
LPC (20:3) 	BBNHCUBQEQJHIG-FZZJNMCHSA-N	52924055	CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O	0.025736	0.8198
PC (36:3) A 	BXRLDROZWDUSGM-ZRYFCQOPSA-N	24778937	CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCC/C=C\C/C=C\CCCCCCCC	0.029712	0.96801
LPC (16:1) 	LFUDDCMNKWEORN-ZXEGGCGDSA-N	24779461	CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O	0.03468	0.80764
PC (30:0) 	RFVFQQWKPSOBED-PSXMRANNSA-N	129657	CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C	0.039859	0.79907
PC (p-32:0) or PC (o-32:1) 	KEVGQWGZKKFGDC-MCBGMKGZSA-N	70698795	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O/C=C\CCCCCCCCCCCCCC	0.040838	0.85473
PC (38:2) 	KXXLFCAPKGRXBT-FMJYHZMHSA-N	24779263	CCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC	0.046142	0.97483
PC (p-38:5) or PC (o-38:6) 	FAKYQMLQEAQOLK-LHZZQLRFSA-N	53480695	CCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC	0.047349	0.91757
LPC (14:0) 	VXUOFDJKYGDUJI-OAQYLSRUSA-N	460604	CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O	0.056559	0.84252
PC (38:5) A 	SUACBSWYGWBPFC-GPUJSUHJSA-N	52923235	CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C	0.057172	0.94686
PC (34:4) 	YWDDIWXKFJEMKF-JTZVLWBESA-N	52922891	CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C	0.057791	0.85219
PC (36:6) 	SPWBDEZMKCRQSX-NGPPOSSDSA-N	52922847	CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C	0.068146	0.82112
PC (32:2) 	GPWHCUUIQMGELX-VHQDNGOZSA-N	24778764	CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCC	0.070302	0.7856
PE (p-38:5) or PE (o-38:6) 	IQSPCSIULMCRPM-ZAJUHDLGSA-N	53479831	CCCCCCCC/C=C\CCCCCC/C=C\O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OCCN	0.089164	0.9342
LPC (18:3) 	WKQNRCYKYCKESD-YVHLTTHBSA-N	24779469	CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O	0.091407	0.87313
LPC(20:4)	LAXQYRRMGGEGOH-JXRLJXCWSA-N	24779476	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O	0.092705	0.88617
PC (36:2) 	SNKAWJBJQDLSFF-NVKMUCNASA-N	10350317	CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC	0.0993	0.96459
PC (16:0/9:0(CHO)) 	PPTNNIINSOQWCE-WJOKGBTCSA-N	46907874	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCC=O	0.10375	0.94222
PC (40:6) B 	TYRTWVKQVGNGSZ-RGBTVBCDSA-N	52923195	CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC	0.10511	1.1405
LPC (16:0) 	ASWBNKHCZGQVJV-HSZRJFAPSA-N	460602	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O	0.10722	0.82619
LPC (22:5) 	YBUXFQUGNPBZPS-YNBHEIDWSA-N	53480473	CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O	0.11895	4.9893
PC (36:4) B 	IIZPXYDJLKNOIY-JXPKJXOSSA-N	10747814	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC	0.14068	0.93708
PC (32:1) 	QIBZFHLFHCIUOT-NPBIGWJUSA-N	6443788	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCC	0.14457	0.92273
PC (p-36:1) or PC (o-36:2) 	ZYLPVUZBZNMVMR-ZBBHDILGSA-N	52923754	CCCCCCCCCCCCCCCCOC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC	0.1527	0.93014
LPC (15:0) 	RJZVWDTYEWCUAR-JOCHJYFZSA-N	24779458	CCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O	0.16044	0.92497
PC (40:6) A 	KZSXWBSDQDXESU-PPEVQBTRSA-N	52923579	CCCCC/C=C\C/C=C\CCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC	0.16053	0.90929
PC (40:5) A 	IJTJDJOOHZVSAC-NDRUHXFFSA-N	53479083	CCCCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C	0.1681	1.1002
PC (p-36:2) or PC (o-36:3) 	DIHWZUCEXWUHOD-IIVNATNGSA-N	53480801	CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](CO/C=C\CCCCCC/C=C\CCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C	0.17966	0.93705
PC (37:3) 	OOYQEEUUQRMQKL-JUUDQZDJSA-N	52922851	CCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C	0.18827	0.8794
PC (38:3) 	KNNHXKQRTYEWCA-HYYWERRFSA-N	53478919	CCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C	0.18982	1.1234
PE (38:6) 	LFGBKOUQHCWBQI-BZGLIJSBSA-N	52924893	CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC	0.20852	1.1398
PE (p-36:2) or PE (o-36:3) 	CFANDHZPOSNKNO-UDHSZFGOSA-N	53480897	CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](CO/C=C\CCCCCC/C=C\CCCCCCCC)COP(=O)(O)OCCN	0.20943	1.0188
PC (33:2) 	SBNDHGBVMZMSNL-UESLNCBNSA-N	52922715	CCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C	0.21192	0.90422
PC (28:0) 	CITHEXJVPOWHKC-UUWRZZSWSA-N	5459377	CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC	0.22771	0.67003
PC (34:3) 	VKVSSDKCKXJFIM-AFYHZPHLSA-N	52923213	CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C	0.23785	0.9227
PC (p-38:2) or PC (o-38:3) 	VXNFJZDUQIFCMO-WCXGAVHKSA-N	53480813	CCCCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](CO/C=C\CCCCCC/C=C\CCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C	0.24835	1.0033
LPC (20:4) 	GOMVPVRDBLLHQC-VEJNOCSESA-N	53480469	CC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O	0.25264	0.92662
PC (30:1) 	ANKCYRKQDLQXGL-MRDDHZETSA-N	52922250	CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCC)COP(=O)([O-])OCC[N+](C)(C)C	0.26809	0.82323
PC (33:1) 	OFRWLQSOUIZELQ-VEAYGOGPSA-N	52922442	CCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)COP(=O)([O-])OCC[N+](C)(C)C	0.26998	0.84989
PC (36:1) 	ATHVAWFAEPLPPQ-VRDBWYNSSA-N	24778825	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC	0.27035	0.93701
PC (36:5) A 	SUZYROYNFNQALJ-MHEIZRSESA-N	52923341	CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C	0.29083	0.99129
PE (p-38:4) or PE (o-38:5) 	ZTZQZGHJLWFLFQ-VZBWJDOASA-N	53480855	CCCCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC	0.29878	0.93178
PC (36:5) B 	SUZYROYNFNQALJ-MHEIZRSESA-N	52923341	CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C	0.30212	0.99649
PC (p-36:3) or PC (o-36:4) 	PYVYDRMXPDZRIS-FINMKEMFSA-N	53480709	CCCCCCCCCCCCCCCC/C=C\OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC	0.3077	0.98674
PC (35:1) 	MFHIZGSSDZJFKD-IYEJTHTFSA-N	52922679	CCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C	0.32574	0.93811
PC (p-38:4) or PC (o-38:5) B 	DYFGXBAIDOATAE-DSLLYOFSSA-N	53480759	CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)OC(CO/C=C\CCCCCCCC/C=C\CCCCCC)COP(=O)([O-])OCC[N+](C)(C)C	0.34294	1.0139
PC (p-40:5) or PC (o-40:6) 	KUHMJRMPHBRAMY-DDURNVNNSA-N	53480775	CCCCCC/C=C\CCCCCCCC/C=C\OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC	0.37662	1.0891
PC (p-34:0) or PC (o-34:1) 	QCGUXAIDEOWPBV-SNKLRXETSA-N	53481719	CCCCCCCCCCCCCCCC(=O)O[C@H](COCCCCCCCCCC/C=C\CCCCCC)COP(=O)([O-])OCC[N+](C)(C)C	0.37908	0.88835
LPC (18:0) 	IHNKQIMGVNPMTC-RUZDIDTESA-N	497299	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O	0.37987	0.87648
PC (p-34:1) or PC (o-34:2) A 	MBRHHFWRXQYYAN-JEPFLRBFSA-N	70698781	CCCCCCCCCCCCCCCC(=O)O[C@H](CO/C=C\CCCCCCCC/C=C\CCCCCC)COP(=O)([O-])OCC[N+](C)(C)C	0.3965	1.0624
PC (35:2) 	MJWAVUYQCBFFHQ-WESJWMGVSA-N	52922721	CCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C	0.4058	0.96755
PC (p-38:4) or PC (o-38:5) A 	YPAPIRJFGNBODV-AMFPDOHCSA-N	53480715	CCCCCCCCCCCCCCCC/C=C\OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC	0.45353	0.94986
LPC(16:1)	LFUDDCMNKWEORN-ZXEGGCGDSA-N	24779461	CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O	0.47246	0.94968
